Providers,States,Name,Company,pct_UltraHi_ADL_2011,pct_UltraHi_ADL_2012,pct_UltraHi_ADL_2013,pct_UltraHi_ADL_2014,avg_UltraHi_ADL,PctRankUltraHi
255272,MS,COLUMBIA CCC  LLC,Independent,0.513552068,0.496261923,0.570583459,0.56238698,0.535696108,0.445946784
255273,MS,FOREST HILL NURSING CENTER,Independent,0.487672976,0.533501441,0.55391015,0.521980638,0.524266301,0.383489425
255274,MS,MADISON CCC  LLC,Independent,0.546542484,0.58636345,0.622056391,0.579092237,0.58351364,0.740370899
255275,MS,MAGNOLIA NURSING CENTER  LLC,COGNOS CONSULTANTS  LLC,0.553708231,0.460794127,0.506385696,0.406227884,0.481778985,0.196985673
255276,MS,BELHAVEN SENIOR CARE,TREND CONSULTANTS  LLC,0.57549176,0.538900067,0.50882705,0.477114834,0.525083428,0.387955095
255277,MS,GREENE RURAL HEALTH CENTER,Independent,0.431292808,0.392295709,0.43888,0.405816259,0.417071194,0.040004962
255278,MS,MAGEE CCC  LLC,Independent,0.524787625,0.490548204,0.56262896,0.578112552,0.539019335,0.464615766
255279,MS,SARDIS COMMUNITY NURSING HOME  LLC,Independent,0.62978537,0.576458144,0.540788268,0.546205984,0.573309442,0.677417354
255280,MS,PIKE CCC  LLC,Independent,0.53966447,0.53248252,0.566912783,0.638006572,0.569266586,0.650933449
255281,MS,DESOTO CCC  LLC,Independent,0.581113956,0.54429495,0.576426959,0.560338454,0.56554358,0.627488681
255282,MS,CLINTON HEALTHCARE LLC,TREND CONSULTANTS  LLC,0.576359058,0.532177154,0.606483227,0.59123895,0.576564597,0.698133102
255283,MS,VAIDEN COMMUNITY LIVING CENTER,COMMUNITY ELDERCARE SERVICES  LLC,0.559923664,0.556718723,0.493424688,0.52103263,0.532774926,0.428828382
255284,MS,CCC OF VICKSBURG  LLC,Independent,0.615628497,0.601404245,0.508195436,0.514056532,0.559821177,0.591515227
255285,MS,COMMUNITY PLACE,Independent,0.631276901,0.575555556,0.571753124,0.385321101,0.54097667,0.475035663
255286,MS,PINE VIEW HEALTH & REHAB. CENTER,PENSACOLA ADMIN. SERV,0.618220835,0.587057266,0.564502626,0.621910545,0.597922818,0.813992433
255287,MS,DIXIE WHITE HOUSE HEALTH & REHAB CTR,PENSACOLA ADMIN. SERV,0.617356085,0.618089365,0.601561583,0.573525753,0.602633196,0.83489425
255288,MS,LAKESIDE HEALTH & REHAB. CTR.,PENSACOLA ADMIN. SERV,0.59263679,0.597245409,0.608013731,0.57781192,0.593926962,0.795571544
255289,MS,SENTRY-GAUTIER  INC.,SENTRY-PROPERTIES  INC.,0.643744551,0.519187074,0.596340989,0.600124443,0.589849264,0.774669726
255290,MS,STRATEGIC HEALTHCARE LLC,Independent,0.542219415,0.546040209,0.563302637,0.583251919,0.558703545,0.584072443
255291,MS,COPIAH CCC  LLC,Independent,0.537532433,0.542080218,0.550314465,0.55206634,0.545498364,0.503070148
255292,MS,AMERICAN LEGACY PROPERTIES  LLC,Independent,0.543755757,0.494411799,0.5735138,0.518284246,0.532491401,0.427463871
255293,MS,SHELBY HEALTH & REHAB. CENTER,PENSACOLA ADMIN. SERV,0.614338105,0.585763293,0.615367728,0.58937117,0.601210074,0.828505861
255294,MS,GREENBOUGH HEALTH & REHAB. CTR.,PENSACOLA ADMIN. SERV,0.647812836,0.625444754,0.556209088,0.574719575,0.601046564,0.827637536
255296,MS,DESOTO HEALTHCARE INC,Independent,0.565997468,0.618764704,0.604673839,0.587998659,0.594358667,0.798362588
255297,MS,BEDFORD CARE CENTER - MONROE HALL,HMP MANAGEMENT CORP,0.549515827,0.526178949,0.468372628,0.472057075,0.50403112,0.287105377
255299,MS,VCNCL  LLC,BRIAR HILL MANAGEMENT,0.44137308,0.512348049,0.523780709,0.510500984,0.497000706,0.25553557
255300,MS,WCRL  LLC,BRIAR HILL MANAGEMENT  LLC,0.477377703,0.525474272,0.526659879,0.526539405,0.514012815,0.332506357
255301,MS,CNCL  LLC,BRIAR HILL MANAGEMENT  LLC,0.571643218,0.647578348,0.531878181,0.547563456,0.574665801,0.685728462
255302,MS,SCCR  LLC,Independent,0.561861468,0.585709557,0.542888644,0.61356903,0.576007175,0.694039571
255303,MS,BRIAR HILL REST HOME  LLC,BRIAR HILL MANAGEMENT  LLC,0.498823991,0.507058349,0.492517389,0.517105263,0.503876248,0.286237053
255305,MS,RRL  LLC,BRIAR HILL MANAGEMENT  LLC,0.438063333,0.453671329,0.509680742,0.54950495,0.487730088,0.219376047
255307,MS,GOLDEN AGE NURSING HOME,Independent,0.506878862,0.491850538,0.427597752,0.400891391,0.456804636,0.119766793
255308,MS,STONE COUNTY NURSING & REHAB CENTER,CORPORATE MANAGEMENT  INC.,0.530740453,0.510502864,0.48484053,0.553844595,0.519982111,0.361719283
255309,MS,CEDARS HEALTH CENTER,Independent,0.63304313,0.603332115,0.52749297,0.505195139,0.567265838,0.638032624
255310,MS,LINCOLN LTC LLC,ADVANCED HEALTHCARE MGT,0.614990969,0.512494321,0.482824201,0.523060293,0.533342446,0.432239658
255311,MS,TRINITY MISSION H&R OF GREAT OAKS  L,COVENANT DOVE,0.434500282,0.532024871,0.576080931,0.57809274,0.530174706,0.415245302
255312,MS,UNION COUNTY HEALTH AND REHAB CENTER,LONG TERM CARE MANAGEMENT  LLC,0.479283764,0.480225054,0.519704653,0.523068597,0.500570517,0.269366743
255313,MS,DUGAN MEMORIAL HOME,Independent,0.557994115,0.572370937,0.56440425,0.597827798,0.573149275,0.676238913
255314,MS,MID DELTA PROPERTIES LLC,Independent,0.606322646,0.545431101,0.625450297,0.565942029,0.585786518,0.753333747
255315,MS,POPLAR SPRINGS NURSING CENTER,TREND CONSULTANTS LLC,0.480219018,0.448537936,0.508681528,0.570298047,0.501934132,0.275817156
255316,MS,2ND GENERATION HEALTHCARE  LLC,Independent,0.597441404,0.553852842,0.605811354,0.550160428,0.576816507,0.700303914
255318,MS,NEWTON COUNTY LTC  LLC,Independent,0.48809747,0.462658651,0.421157685,0.491662639,0.465894111,0.146002605
255319,MS,SUNSHINE HEALTHCARE  INC.,Independent,0.481622177,0.50809597,0.494604317,0.488859764,0.493295557,0.240215841
255320,MS,THE LANDMARK NURSING CENTER,Independent,0.57083712,0.533712219,0.574091237,0.567773493,0.561603517,0.603113564
255321,MS,HATTIESBURG HEALTH & REHAB CENTERLLC,Independent,0.475055188,0.482750376,0.442735532,0.512762946,0.47832601,0.186627799
255322,MS,DUNBAR VILLAGE  L.P.,SENTRY-PROPERTIES  INC.,0.667900513,0.620971473,0.597820237,0.580718415,0.616852659,0.893506171
255323,MS,GREENBRIAR NURSING CENTER,Independent,0.561655361,0.585982597,0.588342566,0.570429932,0.576602614,0.698505241
255324,MS,BRUCE COMMUNITY LIVING CENTER,COMMUNITY ELDERCARE SERVICES  LLC,0.493886523,0.576696165,0.63915979,0.634331186,0.586018416,0.754574211
255325,MS,WISTERIA GARDENS  LLC,Independent,0.52433936,0.49055251,0.549109518,0.525728108,0.522432374,0.373565714
255326,MS,COTTAGE GROVE NURSING HOME  LP,Independent,0.57155128,0.696991234,0.593377088,0.509968354,0.592971989,0.790423618
255327,MS,MARTHA COKER HOMES,Independent,0.592653061,0.572564808,0.52540992,0.484755316,0.543845776,0.49165788
255328,MS,BEDFORD CARE CENTER OF MARION,HMP MANAGEMENT CORP,0.457175736,0.551221324,0.441504442,0.424321904,0.468555851,0.154003597
255329,MS,MADISON COUNTY NURSING HOME,Independent,0.409131949,0.456219931,0.518218623,0.427870461,0.452860241,0.109346896
255331,MS,ARRINGTON LIVING CENTER,Independent,0.45813282,0.399535604,0.453682106,0.45987506,0.442806397,0.086398313
255332,MS,HOLMES COUNTY LTC CENTER,TREND CONSULTANTS  LLC,0.507019655,0.62989899,0.582872317,0.609291521,0.582270621,0.734726788
255333,MS,GEORGE REGIONAL HEALTH & REHAB CENTE,Independent,0.445980985,0.38600568,0.381292906,0.383743931,0.399255876,0.020467655
265001,MO,NHC HEALTHCARE  TOWN & COUNTRY,NATIONAL HEALTHCARE CORPORATION,0.523564719,0.489021531,0.518694885,0.504518753,0.508949972,0.310364076
265055,MO,KABUL NURSING HOME  INC.,Independent,0.393373827,0.410001292,0.443293273,0.407013061,0.413420363,0.035911431
265071,MO,THE CEDARS OF TOWN AND COUNTRY  LLC,Independent,0.637553315,0.613602392,0.606229691,0.599841117,0.614306629,0.883334367
265091,MO,CAMDENTON WINDSOR ESTATES,Independent,0.521869874,0.469352014,0.529178245,0.533129904,0.513382509,0.329963406
265095,MO,JOHN KNOX VILLAGE,JOHN KNOX VILLAGE,0.539204228,0.556592313,0.569841602,0.59073985,0.564094498,0.618309248
265105,MO,DELMAR GARDENS WEST,DELMAR GARDENS MANAGEMENT SERVICES,0.539927335,0.546808742,0.512417939,0.539956267,0.534777571,0.440860882
265108,MO,BETH HAVEN NURSING HOME,BETH HAVEN MANAGEMENT SERVICES,0.488856663,0.470620121,0.494873629,0.433778067,0.47203212,0.166036098
265110,MO,NEVADA CITY NURSING HOME,Independent,0.439109412,0.454530423,0.454304998,0.437750158,0.446423748,0.094833468
265112,MO,MANOR CARE OF FLORISSANT MO  LLC,HCR MANOR CARE SVCS. LLC,0.591462694,0.613319633,0.626046933,0.639932492,0.617690438,0.896111146
265118,MO,FRONTIER HEALTH & REHAB,Independent,0.516782708,0.506081828,0.554801086,0.546155841,0.530955366,0.419897041
265120,MO,ST SOPHIA HEALTH AND REHABILITATION,LADELLE INVESTMENT COMPANY INC,0.469139966,0.476479514,0.489075952,0.466683089,0.47534463,0.176704087
265121,MO,FRIENDSHIP VILLAGE OF WEST COUNTY,Independent,0.624178232,0.543351991,0.577580035,0.510259533,0.563842448,0.616324505
265123,MO,LEBANON NORTH NURSING & REHAB,Independent,0.504196171,0.449478272,0.442041097,0.431132173,0.456711928,0.11933263
265130,MO,BIG BEND WOODS HEALTHCARE CENTER,LYRIC HEALTH CARE HOLDINGS III  INC,0.56545961,0.453099947,0.514909189,0.59025574,0.530931122,0.419772995
265131,MO,SUNSET VILLAGE OF THE OZARKS,Independent,0.454257007,0.397297297,0.366470384,0.432275132,0.412574955,0.035043106
265136,MO,FRIENDSHIP VILLAGE OF SOUTH COUNTY,Independent,0.51843318,0.4699207,0.441055718,0.506239547,0.483912286,0.206103083
265140,MO,MARYMOUNT MANOR LLC,RILEY SPENCE MANAGEMENT COMPANY,0.561546714,0.57806409,0.546351824,0.5491481,0.558777682,0.584506605
265142,MO,CHATEAU GIRARDEAU,Independent,0.480059714,0.441939483,0.493669,0.490632749,0.476575237,0.181231781
265145,MO,CARE CENTER OF KANSAS CITY,Independent,0.431857266,0.488882387,0.520082583,0.548296027,0.497279566,0.256962104
265149,MO,FOUR SEASONS LIVING CENTER,RELIANT SENIOR CARE MANAGEMENT,0.477295192,0.45489432,0.525637689,0.460311089,0.479534572,0.190597283
265155,MO,NHC HEALTHCARE  WEST PLAINS,NATIONAL HEALTHCARE CORPORATION,0.494206715,0.494103294,0.510093126,0.500950899,0.499838508,0.266079514
265156,MO,DELMAR GARDENS ON THE GREEN,DELMAR GARDENS MANAGEMENT SERVICES,0.595449698,0.538194444,0.537876543,0.493455922,0.541244152,0.476586243
265157,MO,SPRINGFIELD REHABILITATION HEALTH C,NATIONAL HEALTHCARE CORPORATION,0.519275204,0.482144648,0.505937933,0.495592744,0.500737632,0.270421138
265158,MO,NHC HEALTHCARE  DESLOGE,NATIONAL HEALTHCARE CORPORATION,0.490983527,0.472762501,0.475561842,0.480622222,0.479982523,0.192147863
265159,MO,MARY QUEEN AND MOTHER CENTER,Independent,0.490750623,0.509420194,0.504680617,0.51095988,0.503952828,0.286733238
265160,MO,CHARLEVOIX HEALTHCARE CENTER,Independent,0.54903507,0.555921827,0.504783177,0.484572501,0.523578144,0.37989208
265161,MO,WILSONS CREEK NURSING & REHAB,Independent,0.522489152,0.478371501,0.49916746,0.457340242,0.489342089,0.226694784
265163,MO,MACON HEALTH CARE CENTER,NATIONAL HEALTHCARE CORPORATION,0.546765895,0.525935778,0.51544952,0.542683415,0.532708652,0.428642312
265164,MO,WEST VUE NURSING CENTER,Independent,0.522453988,0.494480184,0.48363029,0.474421437,0.493746475,0.241766421
265165,MO,CHARLESTON MANOR,Independent,0.472832915,0.482448177,0.462803506,0.463201017,0.470321404,0.159709731
265166,MO,NHC HEALTHCARE  ST. CHARLES,NATIONAL HEALTHCARE CORPORATION,0.527254442,0.519054262,0.562448794,0.489073217,0.524457679,0.384543819
265167,MO,HIGHLAND REHAB & HEALTH CARE CENTER,TUTERA HEALTH CARE SERVICES,0.606521549,0.526489823,0.594552058,0.57470796,0.575567847,0.690876388
265168,MO,NHC HEALTHCARE  KENNETT,NATIONAL HEALTHCARE CORPORATION,0.54439442,0.486979593,0.507771904,0.47526058,0.503601624,0.284376357
265169,MO,PIONEER HEALTH CENTER,AMERICARE SYSTEMS  INC.,0.394186047,0.448616019,0.427473449,0.572702794,0.460744577,0.131117038
265170,MO,DELMAR GARDENS OF CHESTERFIELD,DELMAR GARDENS MANAGEMENT SERVICES,0.532897232,0.495666615,0.51320474,0.532950441,0.518679757,0.354896731
265171,MO,OSAGE BEACH REHABILITATION & HEALTH,NATIONAL HEALTHCARE CORPORATION,0.49356254,0.415567516,0.45810503,0.462437496,0.457418146,0.121565465
265174,MO,VILLAGE NORTH,BJC HEALTH SYSTEM,0.452491471,0.425536368,0.388111888,0.434779024,0.425229688,0.052347578
265175,MO,NHC HEALTHCARE  JOPLIN,NATIONAL HEALTHCARE CORPORATION,0.464301878,0.451150255,0.422311204,0.460119953,0.449470823,0.101531973
265178,MO,OZARK REHAB & HEALTH CARE CTR,PETERSEN HEALTHCARE,0.413131445,0.394398531,0.491383654,0.524315141,0.455807193,0.117037772
265181,MO,WARRENTON MANOR,Independent,0.557441108,0.514845832,0.495790793,0.52229154,0.522592318,0.374247969
265182,MO,AURORA NURSING CENTER,COMMUNITY CARE CENTERS  INC.,0.413538919,0.429443314,0.437083642,0.531555899,0.452905444,0.109657012
265185,MO,LIFE CARE CENTER OF CAPE GIRARDEAU,LIFE CARE CENTER OF AMERICA,0.639667476,0.546662594,0.583276913,0.550951935,0.580139729,0.721639893
265188,MO,MANOR CARE OF SPRINGFIELD MO  LLC,HCR MANOR CARE SVCS. LLC,0.679763739,0.630690774,0.65326519,0.643827396,0.651886775,0.977671649
265193,MO,WESTWOOD HILLS HEALTHCARE CENTER,WELLINGTON MGMT CORP.,0.539464482,0.518254879,0.501178848,0.449665395,0.502140901,0.27668548
265195,MO,PRICE MEMORIAL NURSING HOME,Independent,0.490566038,0.488645921,0.520328236,0.662746943,0.540571784,0.472678782
265198,MO,TWIN PINES ADULT CARE CENTER,Independent,0.432627481,0.490603567,0.471512102,0.568683101,0.490856563,0.23165664
265199,MO,THE PLAZA REHAB & HEALTH CARE CTR,TUTERA HEALTH CARE SERVICES,0.583233283,0.565933196,0.530499676,0.537872819,0.554384743,0.555665819
265200,MO,LOCH HAVEN NURSING HOME,Independent,0.523165809,0.572579773,0.464259177,0.495516509,0.513880317,0.331762079
265202,MO,CEDARCREST MANOR,Independent,0.569254437,0.535712449,0.524360995,0.513920705,0.535812146,0.446318923
265205,MO,CEDARGATE HEALTHCARE GROUP,Independent,0.444394417,0.489269768,0.449026271,0.452087475,0.458694483,0.124852695
265208,MO,VILLA MARIE - A STONEBRIDGE COMMUNIT,ELDER CARE MANAGEMENT SERVICES  INC,0.487793259,0.494434893,0.459633185,0.497596833,0.484864543,0.209390312
265209,MO,GOLDEN LIVING-NEW MADRID,GGNSC,0.55022333,0.479661415,0.537163375,0.509969396,0.519254379,0.357315636
265210,MO,RIVER OAKS CARE CENTER,Independent,0.412514484,0.417916042,0.484646739,0.458660907,0.443434543,0.08788687
265216,MO,SCENIC NURSING & REHAB CENTER  LLC,Independent,0.578244957,0.554648008,0.546142961,0.553253161,0.558072272,0.579606773
265225,MO,GOLDEN LIVING-ST. JAMES,GGNSC,0.58182284,0.495735102,0.46507838,0.485602241,0.507059641,0.300812504
265230,MO,OZARK MOUNTAIN REGIONAL HEALTHCARE C,Independent,0.539302304,0.508485074,0.486738077,0.519702453,0.513556977,0.330459592
265236,MO,MARK TWAIN MANOR,COMMUNITY CARE CENTERS  INC,0.559363683,0.484029083,0.488211254,0.507325757,0.509732444,0.31334119
265237,MO,MAPLE LAWN NURSING HOME,Independent,0.43462963,0.391173426,0.459872159,0.455259976,0.435233798,0.070396328
265238,MO,BKY OF MILAN  INC,RELIANT SENIOR CARE MANAGEMENT,0.442971595,0.356916,0.403318548,0.322844828,0.381512743,0.008869317
265239,MO,HERMITAGE NURSING & REHAB,Independent,0.604825291,0.535122336,0.484554647,0.498854525,0.5308392,0.41927681
265245,MO,COLONIAL SPRINGS HEALTHCARE CENTER,Independent,0.490315283,0.484247691,0.488704925,0.518683002,0.495487725,0.249457297
265246,MO,SHADY OAKS HEALTHCARE CENTER,Independent,0.430366601,0.485337243,0.488469985,0.442090878,0.461566177,0.133349873
265247,MO,KIRKSVILLE MANOR CARE CENTER,JUCKETTE MANAGEMENT SERVICES  INC.,0.469751234,0.438248096,0.453103761,0.448907455,0.452502636,0.108292501
265249,MO,MARIES MANOR,Independent,0.51401662,0.483633742,0.568604918,0.543471582,0.527431716,0.400545804
265251,MO,COLUMBIA HEALTHCARE CENTER,Independent,0.477711505,0.498904538,0.512467886,0.454238514,0.485830611,0.212987657
265253,MO,TRUMAN HEALTHCARE & REHAB,Independent,0.475351143,0.47864974,0.446042889,0.483484557,0.470882083,0.162128636
265254,MO,HEART OF THE OZARKS HEALTHCARE CENTE,Independent,0.487528113,0.488262911,0.485529416,0.489775935,0.487774094,0.219748186
265255,MO,CLINTON HEALTHCARE & REHAB CENTER,Independent,0.548680517,0.507868314,0.496922936,0.520589279,0.518515261,0.353718291
265258,MO,BELLEVIEW VALLEY NURSING HOME,Independent,0.602708804,0.598744568,0.506899056,0.442222222,0.537643662,0.456986913
265266,MO,MEDICALODGE OF NEOSHO,MEDICALODGES  INC,0.50816571,0.439505808,0.479128465,0.443576623,0.467594152,0.150592322
265275,MO,HEARTLAND-WILLOW LANE OF BUTLER MO,HCR MANOR CARE SVCS. LLC,0.525701559,0.598545883,0.508031582,0.495613383,0.531973102,0.424424735
265279,MO,ROLLA MANOR CARE CENTER,JUCKETTE MANAGEMENT SERVICES  INC.,0.46202036,0.378666036,0.418291038,0.425112544,0.421022495,0.045959189
265285,MO,JEFFERSON CITY CARE CENTER,JUCKETTE MANAGEMENT SERVICES  INC.,0.511738785,0.479769815,0.469721768,0.458306061,0.479884107,0.191775724
265288,MO,TABLEROCK HEALTHCARE,Independent,0.539443976,0.540700626,0.483317819,0.489402974,0.513216349,0.329591267
265294,MO,LIFE CARE CENTER OF CARROLLTON,LIFE CARE CENTER OF AMERICA,0.443737006,0.515005124,0.566132265,0.596269982,0.530286094,0.41598958
265302,MO,PARKSIDE MANOR,Independent,0.519654794,0.473765432,0.438416294,0.454120187,0.471489177,0.163803262
265303,MO,CARONDELET MANOR,ALEXIAN BROTHERS SENIOR MINISTRIES,0.543066611,0.540420289,0.513006121,0.523792227,0.530071312,0.414873163
265307,MO,WEBB CITY HEALTH AND REHAB CENTER,NHS MANAGEMENT LLC,0.511029412,0.5620837,0.506033043,0.536522222,0.528917094,0.408918936
265308,MO,NEWMARK CARE CENTER,WESTCARE  INC & DRA,0.617817553,0.61775121,0.587261146,0.53465495,0.589371215,0.772374868
265309,MO,JOPLIN HEALTH AND REHAB CENTER,NHS MANAGEMENT LLC,0.518882566,0.489114786,0.548156352,0.530531232,0.521671234,0.369472183
265310,MO,DELMAR GARDENS OF SO. COUNTY  INC.,DELMAR GARDENS MANAGEMENT SERVICES,0.541231957,0.532499157,0.571083985,0.630744575,0.568889918,0.648080382
265312,MO,GAINESVILLE HEALTH CARE CENTER,COMMUNITY CARE CENTERS  INC,0.444897405,0.46349065,0.428070688,0.506636251,0.460773748,0.131179061
265318,MO,NHC HEALTHCARE  MARYLAND HEIGHTS,NATIONAL HEALTHCARE CORPORATION,0.553696294,0.513875695,0.520253996,0.510036765,0.524465687,0.384605843
265319,MO,PARKLANE CARE AND REHABILITATION,Independent,0.622441677,0.657707583,0.560815621,0.56220575,0.600792658,0.826211003
265320,MO,CARTHAGE HEALTH AND REHAB CENTER,NHS MANAGEMENT LLC,0.495629533,0.554474921,0.506422953,0.522468793,0.51974905,0.360168703
265321,MO,GARDEN VIEW CARE CENTER OFALLON,LARUS CORPORATION,0.438116287,0.447661948,0.545117952,0.494589223,0.481371352,0.195993301
265322,MO,NIXA NURSING & REHAB,Independent,0.519993016,0.489478913,0.479310681,0.524142059,0.503231167,0.282143522
265324,MO,WOODLAND MANOR OF ARNOLD LLC,RILEY SPENCE MANAGEMENT COMPANY,0.596886425,0.547162971,0.594776803,0.616049163,0.58871884,0.768777523
265325,MO,DELMAR GARDENS NORTH OPERATING,DELMAR GARDENS MANAGEMENT SERVICES,0.482142386,0.477142662,0.453496491,0.479898419,0.47316999,0.169819512
265326,MO,REPUBLIC NURSING & REHAB,Independent,0.498086669,0.498235086,0.502616141,0.545665506,0.511150851,0.320163741
265330,MO,NORTH VILLAGE PARK,RELIANT SENIOR CARE MANAGEMENT,0.504320908,0.414219161,0.407731666,0.457978076,0.446062453,0.09371705
265331,MO,SUNSET HILLS HLTH & REHAB CTR,Independent,0.578877596,0.580129638,0.493008521,0.57716273,0.557294621,0.574334801
265333,MO,JONESBURG NURSING & REHAB,Independent,0.545307965,0.476363075,0.433535179,0.514230397,0.492359154,0.236866588
265335,MO,WILLOW CARE NURSING HOME,WILLOW HEALTH CARE  INC.,0.520454545,0.420520567,0.47607598,0.495064166,0.478028815,0.185139242
265336,MO,CARRIAGE SQUARE LIVING & REHAB CENTE,SW FINANCIAL SERVICES CO.,0.451438308,0.42298831,0.438224435,0.467892043,0.445135774,0.091174099
265337,MO,PACIFIC CARE CENTER,Independent,0.517756234,0.504464918,0.466513817,0.467432347,0.489041829,0.225578366
265338,MO,THE WESTCHESTER HOUSE,LIFE CARE CENTER OF AMERICA,0.577318974,0.601472995,0.571730672,0.62271011,0.593308188,0.791912175
265339,MO,AUTUMN TERRACE HEALTH & REHAB,Independent,0.496726892,0.484464359,0.587011205,0.535813953,0.526004102,0.393351113
265340,MO,LIFE CARE CENTER OF SULLIVAN,LIFE CARE CENTER OF AMERICA,0.605080155,0.585803059,0.573663301,0.577458213,0.585501182,0.75184519
265341,MO,SPANISH LAKE NURSING & REHAB CENTER,WELLINGTON MGMT CORP.,0.567382627,0.483861621,0.501546278,0.496368251,0.512289694,0.324939527
265343,MO,DELMAR GARDENS OF CREVE COEUR,DELMAR GARDENS MANAGEMENT SERVICES,0.579274611,0.594849513,0.626602564,0.650668216,0.612848726,0.876759908
265345,MO,LIFE CARE CENTER OF BRIDGETON,LIFE CARE CENTER OF AMERICA,0.603787995,0.566075032,0.552830653,0.579826985,0.575630166,0.69131055
265347,MO,GOLDEN LIVING-WESTWOOD,BEI,0.502074476,0.492464939,0.449566744,0.466178053,0.477571053,0.183712709
265348,MO,CAMELOT NURSING AND REHAB CENTER,Independent,0.534258565,0.569265974,0.605919446,0.607487754,0.579232935,0.716305898
265349,MO,GOLDEN YEARS,Independent,0.509445844,0.516397764,0.513288906,0.505639498,0.511193003,0.320287788
265351,MO,ALEXIAN BROTHERS LANSDOWNE VILLAGE,ALEXIAN BROTHERS HEALTH SYSTEM,0.580372408,0.618966945,0.579219313,0.551506154,0.582516205,0.736029275
265352,MO,WEST COUNTY CARE CENTER,COMMUNITY CARE CENTERS  INC,0.482121054,0.435839555,0.435834156,0.468012422,0.455451797,0.115983378
265353,MO,QUAIL RUN HEALTH CARE CENTER,Independent,0.485803432,0.545659526,0.57452529,0.513049853,0.529759525,0.41307449
265354,MO,GOLDEN LIVING-MARYVILLE,BEI,0.530912235,0.475144171,0.485370169,0.51775982,0.502296599,0.277491782
265355,MO,LIFE CARE CENTER OF GRANDVIEW,LIFE CARE CENTER OF AMERICA,0.597586272,0.605081168,0.566015347,0.595610604,0.591073348,0.780810023
265356,MO,VALLEY MANOR CARE & REHAB,Independent,0.545626657,0.541875,0.53628729,0.506980108,0.532692264,0.428580289
265358,MO,RIVERBEND HEIGHTS HLTH & REHAB,Independent,0.604731069,0.462054195,0.40113261,0.477753275,0.486417787,0.215282516
265359,MO,THE LUTHERAN HOME,Independent,0.478858042,0.467721034,0.500328395,0.468921981,0.478957363,0.188426472
265360,MO,LEWIS COUNTY NURSING HOME DISTRICT,Independent,0.497248252,0.500895934,0.470724191,0.42257803,0.472861602,0.169013211
265361,MO,RIVERDELL CARE CENTER,Independent,0.53418687,0.566459627,0.5020187,0.51335395,0.529004787,0.409167028
265362,MO,MEADOW VIEW OF HARRISONVILLE,Independent,0.539908534,0.519326133,0.549503732,0.527368421,0.534026705,0.436705328
265363,MO,RIVERWAYS MANOR,Independent,0.492024965,0.550473836,0.470833895,0.439167209,0.488124976,0.221484835
265364,MO,LINN COMMUNITY SKILLED CARE,Independent,0.438029253,0.396590738,0.430947897,0.423618471,0.42229659,0.048254047
265365,MO,THE VALLEY - A STONEBRIDGE COMMUNITY,ELDER CARE MANAGEMENT SERVICES  INC,0.520315582,0.465903672,0.528314196,0.516216216,0.507687417,0.303975687
265366,MO,MAPLE WOOD CARE CENTER,Independent,0.584864484,0.543813781,0.535757668,0.530744974,0.548795227,0.522607455
265367,MO,CYPRESS POINT,AMERICARE SYSTEMS,0.428965294,0.44021025,0.468581543,0.580947236,0.479676081,0.190969423
265368,MO,BIRCH VIEW NURSING CENTER,AMERICARE SYSTEMS,0.392593992,0.430808161,0.408181818,0.507457739,0.434760428,0.069528003
265369,MO,CRYSTAL OAKS LONG TERM CARE,Independent,0.546822885,0.585547061,0.552722142,0.595891788,0.570245969,0.657756001
265373,MO,LIFE CARE CENTER OF WAYNESVILLE,LIFE CARE CENTER OF AMERICA,0.616551295,0.560961864,0.525472322,0.587062961,0.572512111,0.671959313
265374,MO,GRANDVIEW HEALTHCARE CENTER,Independent,0.513837147,0.462276167,0.481547619,0.553332653,0.502748397,0.280282826
265377,MO,JEFFERSON HEALTHCARE,Independent,0.521313006,0.53237301,0.543756027,0.5234375,0.530219886,0.415493395
265378,MO,ROYAL OAK NURSING & REHAB,Independent,0.497832495,0.423869007,0.478152827,0.507504894,0.476839806,0.182224152
265379,MO,RIVERSIDE NURSING & REHAB CENTER LLC,Independent,0.544356505,0.5579956,0.497010496,0.513256655,0.528154814,0.405135521
265381,MO,NORTHWOOD HILLS CARE CENTER,LIFE CARE CENTER OF AMERICA,0.526629233,0.480573916,0.474065139,0.632672946,0.528485308,0.40687217
265382,MO,GOLDEN LIVING-DEXTER,GGNSC,0.580600248,0.554402672,0.527847612,0.471251266,0.533525449,0.433480122
265383,MO,FOUNTAINBLEAU LODGE,Independent,0.467116193,0.449607257,0.459831155,0.462982273,0.45988422,0.128325994
265384,MO,GOLDEN LIVING-MALDEN,GGNSC,0.536135929,0.493298585,0.453514258,0.549289352,0.508059531,0.306394592
265385,MO,HERITAGE HALL NURSING CENTER,AMERICARE SYSTEMS  INC,0.484320557,0.489405533,0.555599369,0.491126543,0.505113001,0.291633071
265387,MO,HUNTER ACRES CARING CENTER,Independent,0.479683698,0.522614957,0.552784285,0.524161967,0.519811227,0.360726912
265388,MO,SENATH NURSING & REHABILITATION  L.L,DAYREAK VENTURE  LLC,0.50062709,0.501246883,0.492042931,0.514831905,0.502187202,0.27687155
265389,MO,SOUTHBROOK SKILLED NURSING CENTER,AMERICARE SYSTEMS  INC,0.456105245,0.472034535,0.56925618,0.537212011,0.508651993,0.309309682
